Model,RMSE,MAE,MAPE,RMSPE
Hybrid_Naive_Drift_Damped_0.9*0.500+LightGBM*0.500,328.81470016470166,265.9511603052297,1.761021839687159,2.227561633505143
Hybrid_Naive_Drift_Damped_0.5*0.725+LightGBM*0.275,329.6518555047709,278.6158875921631,1.820082278966469,2.1532415985912934
Hybrid_Naive_Drift_Damped_0.7*0.525+LightGBM*0.475,331.0227036927781,266.85236711239276,1.7565034437662579,2.2197634314549046
Hybrid_Naive_Drift_Damped_0.6*0.550+LightGBM*0.450,332.10460077289764,266.05934048074624,1.7472546853468396,2.210453321049367
Hybrid_Naive_Drift_Damped_0.5*0.600+LightGBM*0.400,332.4088989757071,275.20265467951066,1.7983410861212121,2.1893168537535685
Hybrid_Naive_Drift_Damped_0.8*0.500+LightGBM*0.500,333.89961398614145,268.9331047496744,1.7736925730779747,2.250323652581646
Hybrid_Naive_Drift_Damped_0.5*0.750+LightGBM*0.250,333.91201890428295,279.2985341746941,1.8244305175355235,2.1760077225550805
Hybrid_Naive_Drift*0.775+LightGBM*0.225,334.7686496356211,265.8374265600481,1.752531990788792,2.21280596657217
Hybrid_Naive_Drift_Damped_0.9*0.800+LightGBM*0.200,334.84627469805264,268.81572184613304,1.7669219766501296,2.2115362075924185
Hybrid_Naive_Drift_Damped_0.6*0.800+LightGBM*0.200,334.96545266281174,276.18572184613294,1.8074031223535914,2.193008260523108
Hybrid_Naive_Drift_Damped_0.5*0.575+LightGBM*0.425,337.71689143636115,274.52000809697967,1.7939928475521578,2.2258328945666506
Hybrid_Naive_Drift_Damped_0.7*0.825+LightGBM*0.175,338.7041842468899,280.32594411536655,1.8317242267263556,2.2243553670191365
Hybrid_Naive_Drift_Damped_0.8*0.825+LightGBM*0.175,339.6646433718416,277.79250661536645,1.81780883289079,2.2359963443649034
Hybrid_Naive_Drift_Damped_0.5*0.775+LightGBM*0.225,339.6882577139847,279.9811807572244,1.828778756104574,2.2083630071136837
Hybrid_Naive_Drift_Damped_0.6*0.525+LightGBM*0.475,340.72526831988426,271.4884087790594,1.7799574305787036,2.266466574646512
Hybrid_Naive_Drift_Damped_0.7*0.500+LightGBM*0.500,341.23842507665415,272.5021992995955,1.7903230455130055,2.284854017679151
Hybrid_Naive_Drift_Damped_0.6*0.825+LightGBM*0.175,344.0694331371926,282.8593816153663,1.8456396205619194,2.246038367751359
Hybrid_Naive_Drift_Damped_0.5*0.550+LightGBM*0.450,344.4905034012823,273.8373615144498,1.7896446089831102,2.27131089875296
Hybrid_Naive_Drift*0.800+LightGBM*0.200,346.7130360308914,268.3061075595485,1.7653050582442018,2.2799197385492795
Hybrid_Naive_Drift_Damped_0.9*0.825+LightGBM*0.175,346.89827242443494,275.2590691153661,1.803893439055222,2.2804510319430986
Hybrid_Naive_Drift_Damped_0.5*0.800+LightGBM*0.200,346.9048486513598,280.6638273397554,1.8331269946736284,2.249893790740024
Hybrid_Naive_Drift_Damped_0.7*0.850+LightGBM*0.150,349.9222377797409,286.92283305126665,1.869539046333606,2.290058115811471
Hybrid_Naive_Drift_Damped_0.6*0.500+LightGBM*0.500,350.6896614251763,276.91747707737267,1.8126601758105685,2.330629711745853
Hybrid_Naive_Drift_Damped_0.8*0.850+LightGBM*0.150,351.8755790800878,284.31262471793315,1.8552019738969618,2.307044902381679
Hybrid_Naive_Drift_Damped_0.5*0.525+LightGBM*0.475,352.6452901073972,276.1244504457263,1.8034114173911504,2.3252250770423197
Hybrid_Naive_Drift_Damped_0.6*0.850+LightGBM*0.150,354.4784657815087,289.53304138460015,1.8838761187702502,2.3074420334930927
Hybrid_Naive_Drift_Damped_0.5*0.825+LightGBM*0.175,355.4740794149624,285.951654985616,1.8633238023004377,2.3001031072293907
Hybrid_Naive_Drift*0.675+GradientBoosting*0.325,355.57316233918914,279.67345495133577,1.833009210496353,2.3297298601805903
Hybrid_Naive_Drift*0.700+GradientBoosting*0.300,356.23291907838035,283.19536867302804,1.8536506631204648,2.337042305675381
Hybrid_Naive_Drift*0.650+GradientBoosting*0.350,356.68684350079855,277.71020310406357,1.8222156109951977,2.3321946429329734
Hybrid_Naive_Drift*0.725+GradientBoosting*0.275,358.65632700985697,286.71728239472003,1.874292115744576,2.354040867067431
Hybrid_Naive_Drift*0.625+GradientBoosting*0.375,359.55748398151775,285.3740271353058,1.8656762456723486,2.3444058163724724
Hybrid_Naive_Drift*0.825+LightGBM*0.175,360.02715007171685,273.60317713267233,1.7959440899358592,2.355862595742424
Hybrid_Naive_Drift_Damped_0.9*0.850+LightGBM*0.150,360.23261190973466,281.7024163845995,1.840864901460317,2.357659594039117
Hybrid_Naive_Drift_Damped_0.5*0.500+LightGBM*0.500,362.0879449322001,281.3327548551504,1.8349973061081353,2.387003865701191
Hybrid_Naive_Drift_Damped_0.7*0.875+LightGBM*0.125,362.3439449478592,293.51972198716686,1.9073538659408573,2.3635452461845716
Hybrid_Naive_Drift*0.750+GradientBoosting*0.250,362.80804646973303,290.23919611641213,1.8949335683686879,2.380518056503313
Hybrid_Naive_Drift_Damped_0.3*0.650+LightGBM*0.350,363.0224345550353,308.7754478445715,1.9915511757822986,2.3299882460743517
Hybrid_Naive_Drift_Damped_0.3*0.675+LightGBM*0.325,363.35613881821916,310.69684442710223,2.0029960917560823,2.327261147357574
Hybrid_Naive_Drift_Damped_0.9*0.700+GradientBoosting*0.300,363.6161974701585,284.06912915144466,1.856748487707916,2.3692583733648607
Hybrid_Naive_Drift_Damped_0.9*0.725+GradientBoosting*0.275,364.03090928207706,286.94988656138656,1.8729661687566308,2.3754978754744958
Hybrid_Naive_Drift_Damped_0.3*0.625+LightGBM*0.375,364.1154306639643,306.85405126204097,1.9801062598085168,2.3417650625210498
Hybrid_Naive_Drift*0.600+GradientBoosting*0.400,364.14353441680254,293.0378511665488,1.9091368803495046,2.3662124924369246
Hybrid_Naive_Drift_Damped_0.9*0.675+GradientBoosting*0.325,364.78221529762,284.9132540728215,1.8619402966847207,2.3718274220425024
Hybrid_Naive_Drift_Damped_0.3*0.700+LightGBM*0.300,365.1126315638292,312.61824100963304,2.014441007729866,2.3336154935015774
Hybrid_Naive_Drift_Damped_0.8*0.875+LightGBM*0.125,365.27310453461195,290.83274282050024,1.892595114903137,2.3858017485616267
Hybrid_Naive_Drift_Damped_0.5*0.850+LightGBM*0.150,365.3007716704677,292.4793947495752,1.9004801525748578,2.358436743696036
Hybrid_Naive_Drift_Damped_0.9*0.750+GradientBoosting*0.250,366.020977742635,290.4798211164123,1.8935618990708152,2.3904769544644813
Hybrid_Naive_Drift_Damped_0.6*0.875+LightGBM*0.125,366.08124525573805,296.206701153834,1.922112616978581,2.3765703011443273
Hybrid_Naive_Drift_Damped_0.3*0.600+LightGBM*0.400,366.6223672785164,304.93265467951113,1.9686613438347396,2.362456262367383
Hybrid_Naive_Drift_Damped_0.9*0.650+GradientBoosting*0.350,367.5139174467813,292.02645310406297,1.9023199935705077,2.3831765349976872
Hybrid_Naive_Drift_Damped_0.3*0.725+LightGBM*0.275,368.271555135613,314.5396375921635,2.025885923703647,2.3489775855414514
Hybrid_Naive_Drift*0.775+GradientBoosting*0.225,368.62968636838144,293.7611098381044,1.9155750209928002,2.4161622832625875
Hybrid_Naive_Drift_Damped_0.9*0.775+GradientBoosting*0.225,369.56095406234783,294.0097556714377,1.9141576293849976,2.414032928542048
Hybrid_Naive_Drift*0.575+GradientBoosting*0.425,370.38127981566106,300.70167519779153,1.9525975150266577,2.3973528390905807
Hybrid_Naive_Drift_Damped_0.3*0.575+LightGBM*0.425,370.5145449427878,303.01125809698016,1.9572164278609552,2.391830507688311
Hybrid_Naive_Drift_Damped_0.9*0.625+GradientBoosting*0.375,371.77679301104973,299.139652135306,1.9426996904563054,2.4031813229117818
Hybrid_Naive_Drift_Damped_0.3*0.750+LightGBM*0.250,372.7972604519792,316.46103417469413,2.0373308396774297,2.3731725022839663
Hybrid_Naive_Drift_Damped_0.8*0.725+GradientBoosting*0.275,373.81121482102697,288.81701422215775,1.8826634446854957,2.420625419582114
Hybrid_Naive_Drift_Damped_0.8*0.750+GradientBoosting*0.250,374.00398494726716,291.33364929287046,1.896325670671634,2.4258841874221724
Hybrid_Naive_Drift*0.850+LightGBM*0.150,374.5649570953875,281.01105658990974,1.8395732334607091,2.439810220708201
Hybrid_Naive_Drift_Damped_0.9*0.800+GradientBoosting*0.200,374.60690166110254,297.53969022646316,1.9347533596991797,2.4459180049957516
Hybrid_Naive_Drift_Damped_0.9*0.875+LightGBM*0.125,374.7124197246746,288.6996652138141,1.881602096138042,2.4423754736557868
Hybrid_Naive_Drift_Damped_0.8*0.700+GradientBoosting*0.300,375.0172283803886,293.2175550415779,1.90782685795695,2.4232556564772425
Hybrid_Naive_Drift_Damped_0.8*0.775+GradientBoosting*0.225,375.5933850236172,294.25840150477114,1.9127402377771947,2.4389809312953776
Hybrid_Naive_Drift_Damped_0.3*0.550+LightGBM*0.450,375.7489192577648,301.0898615144497,1.9457715118871737,2.429572877230324
Hybrid_Naive_Drift_Damped_0.7*0.900+LightGBM*0.100,375.84998372906415,300.1166109230665,1.945168685548105,2.4441147006001844
Baseline_Hybrid_ND0.8+GB0.2,376.04369715606515,297.28302355979605,1.936216473616909,2.460575194744239
Hybrid_Naive_Drift*0.800+GradientBoosting*0.200,376.04369715606526,297.28302355979605,1.9362164736169092,2.46057519474424
Hybrid_Naive_Drift_Damped_0.5*0.875+LightGBM*0.125,376.28642276754636,299.0071345135357,1.937636502849287,2.4243083096005655
Hybrid_Naive_Drift_Damped_0.9*0.600+GradientBoosting*0.400,377.5189763587291,306.2528511665496,1.9830793873421066,2.4316281667718185
Hybrid_Naive_Drift_Damped_0.8*0.675+GradientBoosting*0.325,377.60862347786116,299.7801290728203,1.9451256170513849,2.4337493204828036
Hybrid_Naive_Drift*0.550+GradientBoosting*0.450,378.1890011992648,308.3654992290338,1.9960581497038092,2.4374691503759394
Hybrid_Naive_Drift_Damped_0.8*0.800+GradientBoosting*0.200,378.5618241148504,297.7963568931303,1.9332902457814505,2.459790458400818
Hybrid_Naive_Drift_Damped_0.3*0.775+LightGBM*0.225,378.64074128777787,318.3824307572245,2.04877575565121,2.4059337805044367
Hybrid_Naive_Drift_Damped_0.6*0.900+LightGBM*0.100,378.76808352194433,302.88036092306675,1.960349115186905,2.4527701328217932
Hybrid_Naive_Drift_Damped_0.8*0.900+LightGBM*0.100,379.7316462808163,297.35286092306677,1.9299882559093078,2.4715301045134885
Hybrid_Naive_Drift_Damped_0.9*0.825+GradientBoosting*0.175,381.09900572114975,301.06962478148824,1.9553490900133597,2.4858116966208623
Hybrid_Naive_Drift_Damped_0.8*0.650+GradientBoosting*0.350,381.55717416159564,306.3427031040633,1.9824243761458238,2.452005456117866
Hybrid_Naive_Drift_Damped_0.3*0.525+LightGBM*0.475,382.27035866851435,299.1684649319189,1.9343265959133902,2.4753006193981744
Hybrid_Naive_Drift_Damped_0.8*0.825+GradientBoosting*0.175,382.8772285830359,301.33431228148874,1.9538402537857016,2.488119257358182
Hybrid_Naive_Drift_Damped_0.9*0.575+GradientBoosting*0.425,384.67422656731605,313.36605019779125,2.023459084227895,2.468225194122621
Hybrid_Naive_Drift*0.750+XGBoost*0.250,384.9310166912799,303.2363620334202,1.9835784416218427,2.518273622703496
Hybrid_Naive_Drift*0.825+GradientBoosting*0.175,384.95808613333406,300.80493728148866,1.9568579262410235,2.51329197411051
Hybrid_Naive_Drift_Damped_0.3*0.800+LightGBM*0.200,385.7421146431572,320.30382733975586,2.0602206716249976,2.446917364584072
Hybrid_Naive_Drift*0.725+XGBoost*0.275,385.9002403836943,302.5474982367611,1.982142273013984,2.5194382433387306
Hybrid_Naive_Drift*0.775+XGBoost*0.225,386.0923499427001,303.92522583007803,1.9850146102296924,2.5284462586397725
Hybrid_Naive_Drift_Damped_0.7*0.750+GradientBoosting*0.250,386.4615794739078,296.611156979093,1.9256574735088252,2.485652485810471
Hybrid_Naive_Drift_Damped_0.7*0.775+GradientBoosting*0.225,386.48819126867306,296.3205968635837,1.9235534202554403,2.4901926006781467
Hybrid_Naive_Drift_Damped_0.8*0.625+GradientBoosting*0.375,386.821322408834,312.905277135306,2.019723135240261,2.477852494054629
Hybrid_Naive_Drift*0.775+RandomForest*0.225,387.1495798797393,301.5242995329995,1.9689898505936265,2.5201138749712393
Hybrid_Naive_Drift*0.800+RandomForest*0.200,387.1572753659765,304.1836366219248,1.9836963221509754,2.526916543544842
Hybrid_Naive_Drift*0.525+GradientBoosting*0.475,387.4718031395225,316.02932326027604,2.0395187843809603,2.4861269539548423
Hybrid_Naive_Drift_Damped_0.7*0.725+GradientBoosting*0.275,387.6639332513539,302.6231060103357,1.9598752948119043,2.488135888663103
Hybrid_Naive_Drift_Damped_0.7*0.800+GradientBoosting*0.200,387.7435155949074,298.9169194342965,1.9376532437769882,2.5017179947433257
Hybrid_Naive_Drift_Damped_0.5*0.900+LightGBM*0.100,388.3326868348648,305.6441109230662,1.9755295448257004,2.49712134703834
Hybrid_Naive_Drift_Damped_0.8*0.850+GradientBoosting*0.150,388.49471469286436,304.8722676698476,1.9743902617899556,2.5237141284252584
Hybrid_Naive_Drift_Damped_0.9*0.850+GradientBoosting*0.150,388.964860798539,304.599559336514,1.9759448203275447,2.533335684777952
Hybrid_Naive_Drift*0.700+XGBoost*0.300,388.9840953508388,311.0454182942708,2.032270899276855,2.5319244760478576
Hybrid_Naive_Drift*0.800+XGBoost*0.200,389.3651765991352,304.61408962673613,1.986450778837544,2.5498204631059
Hybrid_Naive_Drift_Damped_0.3*0.500+LightGBM*0.500,390.0143053705729,297.2470683493887,1.9228816799396107,2.52858054041547
Hybrid_Naive_Drift*0.750+RandomForest*0.250,390.0405724944604,306.4178190188043,1.9966770508746814,2.5285504362836093
Hybrid_Naive_Drift*0.825+RandomForest*0.175,390.06348739026,306.84297371085114,1.9984027937083308,2.548836427565382
Hybrid_Naive_Drift_Damped_0.7*0.700+GradientBoosting*0.300,390.0838886617323,308.63505504157865,1.9940931161149853,2.497621858725792
Hybrid_Naive_Drift*0.875+LightGBM*0.125,390.189702887043,288.41893604714716,1.8832023769855595,2.5309662272319096
Hybrid_Naive_Drift_Damped_0.9*0.900+LightGBM*0.100,390.2101995705517,296.1155655043838,1.925185517352956,2.5338457900871174
Hybrid_Naive_Drift_Damped_0.7*0.825+GradientBoosting*0.175,390.21569432401265,301.5989997814883,1.952331417558038,2.5201328319092444
Hybrid_Naive_Drift_Damped_0.7*0.925+LightGBM*0.075,390.32781092187645,306.71349985896694,1.982983505155357,2.5310902375416706
Hybrid_Naive_Drift_Damped_0.9*0.775+XGBoost*0.225,391.42538261487755,306.3955383300781,1.9985801338273566,2.5485892185449917
Hybrid_Naive_Drift_Damped_0.9*0.800+XGBoost*0.200,392.0467154000407,307.16408962673603,2.0004538999706165,2.555962099872731
Hybrid_Naive_Drift_Damped_0.6*0.925+LightGBM*0.075,392.4338563420568,309.5540206923001,1.9985856133952329,2.535404015630446
Hybrid_Naive_Drift_Damped_0.9*0.750+XGBoost*0.250,392.7250946754537,305.62698703341994,1.9967063676840962,2.551517048196535
Hybrid_Naive_Drift_Damped_0.9*0.550+GradientBoosting*0.450,393.16540163682265,320.4792492290344,2.063838781113694,2.5126163004292694
Hybrid_Naive_Drift_Damped_0.8*0.600+GradientBoosting*0.400,393.34825215406335,319.467851166549,2.0570218943347003,2.5110560390667165
Hybrid_Naive_Drift_Damped_0.7*0.675+GradientBoosting*0.325,393.69899359550334,314.6470040728212,2.028310937418063,2.514031130756017
Hybrid_Naive_Drift_Damped_0.7*0.850+GradientBoosting*0.150,393.881815552267,305.1449760031807,1.9728357032523638,2.5452875837919056
Hybrid_Naive_Drift_Damped_0.3*0.825+LightGBM*0.175,394.0333761748493,322.22522392228603,2.071665587598777,2.495718218146587
Hybrid_Naive_Drift*0.675+XGBoost*0.325,394.13294753690985,322.7644809299042,2.10047958042367,2.555566377545596
Hybrid_Naive_Drift_Damped_0.9*0.825+RandomForest*0.175,394.36315991433054,307.10766121085135,1.9968939574806703,2.5627224723942397
Hybrid_Naive_Drift_Damped_0.9*0.825+XGBoost*0.175,394.58001810800846,307.9326409233942,2.002327666113877,2.573547163069626
Hybrid_Naive_Drift*0.825+XGBoost*0.175,394.69697465572364,307.09930759006085,2.000001556068721,2.582118078736252
Hybrid_Naive_Drift_Damped_0.9*0.800+RandomForest*0.200,394.7483256500456,304.4403032885916,1.9822332082332441,2.5581824151007617
Hybrid_Naive_Drift_Damped_0.8*0.925+LightGBM*0.075,395.13474919994525,303.87297902563324,1.967381396915479,2.56353065201794
Hybrid_Naive_Drift*0.850+GradientBoosting*0.150,395.27135413277864,304.3268510031806,1.9774993788651343,2.5738024309324077
Hybrid_Naive_Drift_Damped_0.8*0.875+GradientBoosting*0.125,395.35878415403124,308.4102230582063,1.9949402697942087,2.5662727424748897
Hybrid_Naive_Drift*0.725+RandomForest*0.275,395.76673538973796,318.4846009206847,2.0646272867196993,2.552075100004521
Hybrid_Naive_Drift*0.850+RandomForest*0.150,395.8043736238808,309.5023107997769,2.0131092652656823,2.5854890624702818
Hybrid_Naive_Drift_Damped_0.9*0.725+XGBoost*0.275,395.9269333524585,315.29448065863636,2.053409414079422,2.5647103117208294
Hybrid_Naive_Drift*0.750+CatBoost*0.250,396.5294314005821,322.6920743549634,2.115392067820795,2.6136857880166406
Hybrid_Naive_Drift_Damped_0.9*0.850+RandomForest*0.150,396.6164593459859,309.77501913311033,2.0115547067280923,2.5811019377553173
Hybrid_Naive_Drift*0.775+CatBoost*0.225,397.161146484535,321.1652320721898,2.101855528667654,2.6146436614326385
Hybrid_Naive_Drift_Damped_0.9*0.775+RandomForest*0.225,397.7642919391374,309.1987454502573,2.009252971356302,2.567555181166174
Hybrid_Naive_Drift*0.725+CatBoost*0.275,397.8226652502526,324.69878179045963,2.132110736633899,2.623540600700596
Hybrid_Naive_Drift_Damped_0.9*0.875+GradientBoosting*0.125,398.1230501933601,308.12949389153954,1.9965405506417269,2.5880696646920547
Hybrid_Naive_Drift*0.500+GradientBoosting*0.500,398.1265191345261,323.69314729151984,2.08297941905812,2.542835966305111
Hybrid_Naive_Drift*0.800+ExtraTrees*0.200,398.19793936082937,332.84002063526987,2.1799224788384075,2.622883756612839
Hybrid_Naive_Drift_Damped_0.7*0.650+GradientBoosting*0.350,398.4767210739803,320.6589531040636,2.06252875872114,2.537229381063099
Hybrid_Naive_Drift_Damped_0.7*0.875+GradientBoosting*0.125,398.70894580362005,308.69095222487294,1.9933399889466887,2.5769848867305223
Hybrid_Naive_Drift*0.775+ExtraTrees*0.225,398.8537345033784,336.61689821467826,2.208887116231989,2.6316435585137516
Hybrid_Naive_Drift_Damped_0.9*0.850+XGBoost*0.150,398.9888733507112,309.9947338867185,2.01292507446557,2.6011372971370528
Hybrid_Naive_Drift*0.800+CatBoost*0.200,399.70868381477214,319.93853961972417,2.09030937300462,2.626402390513214
Hybrid_Naive_Drift_Damped_0.8*0.800+XGBoost*0.200,399.8165437641983,309.71408962673604,2.014457021103689,2.589260460402473
Hybrid_Naive_Drift_Damped_0.9*0.775+CatBoost*0.225,399.8558691890388,323.63554457219,2.1154210522653196,2.6227204521191636
Hybrid_Naive_Drift_Damped_0.8*0.825+XGBoost*0.175,399.8948305510082,310.5623284233943,2.016768384782359,2.5938023502961074
Hybrid_Naive_Drift_Damped_0.9*0.800+CatBoost*0.200,400.0355049352669,322.4885396197242,2.1043124941376936,2.6218934640852676
Hybrid_Naive_Drift*0.825+ExtraTrees*0.175,400.2103565473334,329.063143055861,2.1509578414448245,2.6295526827789053
Hybrid_Naive_Drift_Damped_0.9*0.825+ExtraTrees*0.175,400.44251099909326,331.3215805558613,2.162936690086782,2.6245069921946267
Hybrid_Naive_Drift_Damped_0.9*0.700+XGBoost*0.300,400.9853362073478,326.4629182942713,2.1185371574348877,2.5880120193524294
